jaanaa,जानाँ
sholaa,शोला
batao,बताओ
sarohar,सरोहर
rahuungi,रहूंगी
vakaalat,वकालत
puravaa,पुरवा
milata,मिलता
fas,फँस
muskaata,मुस्काता
paise,पैसे
ruke,रुकें
kurvate,कुर्वते
maangii,मांगी
rulaaegi,रुलाएगी
nandkishor,नंदकिशोर
kanwara,कंवारा
app,आप
pet,पेट
bhejiyo,भेजियो
aasamaanon,आसमानों
kaagaz,कागज़
nobody,नोबडी
vinaashaayashch,विनाशायश्च
jhulana,झुलना
raaja,राजा
rovat,रोवत
mausammal,मौसम्मल
moorti,मूर्ति
narm,नर्म
aks,अक्स
todo,तोड़ो
zabaan,ज़बां
nange,नंगे
daamaniya,दामनिया
paani,पानि
sunati,सुनाती
manasur,मनसूर
javaanee,जवानी
isaka,इसक
mehroom,महरूम
barajorii,बरजोरी
toy,तोय
zanjiron,ज़ंजीरों
roote,रूटे
paraaye,पराये
nas,नस
bhuukhon,भूखों
bulaa,बुला
bahana,बहाना
chola,चोला
lagaayunga,लगाऊँगा
banta,बनता
ravivar,रविवर
chhuppa,छुपा
waapis,वापस
chaheke,चहके
acchhi,अच्छी
vihaar,विहार
sau,सा
aahen,आहें
sunaayo,सुनाओ
turaiya,तुरैया
badari,बदरी
chaawain,चावाइं
bhuraji,भुरजी
dhoondhenge,ढूँढेंगे
jhooka,झोंका
pori,पोरी
dauraan,दौरान
gum,ग़ुम
yah,यह
baite,बैठे
tadpayega,तड़पाएगा
jalane,जलाने
bait,बैठ
kahegi,कहेगी
dilajalon,दिलजलों
khabariyaaa,खबरिया
r,र
gaafil,ग़ाफ़िल
charcha,चर्चा
vafaadaaron,वफ़ादारों
jalaale,जलाले
peetal,पीतल
adharm,अधर्म
palatati,पलटती
khayalaat,ख्यालात
bahaka,बहका
sehra,सेहरा
basaayenge,बसाएंगे
rokle,रोक
nikalakar,निकलकर
chor,चोर
dulaar,दुलार
saahu,साहू
pakadoo,पकड़ो
banaaye,बनाए
waarati,वारती
chadhaayein,चढ़ायें
karaab,ख़राब
shehnaiyon,शहनाइयों
jiyega,जियेगा
pit,पिट
paagalpana,पागलपना
tasqin,तस्क़ीन
marata,मरता
ilazaam,इलज़ाम
dusaar,दुश्वार
angiya,अंगिया
hinndola,हिंडोला
daastaanein,दास्तानें
waadar,वादार
zing,ज़िंग
kishti,किश्ती
kalma,कलमा
bigadne,बिगड़ने
jalke,जलके
sajaniyaa,सजनिया
maikhaanon,मैखानों
dekhkar,देखकर
mitaakar,मिटाकर
jataake,जताके
chhuta,छूटा
nadan,नादां
duulha,दूल्हा
pyaaj,प्याज
taadila,ताडिला
jaungee,जाऊंगी
kitne,कितना
kamaan,कमाँ
udaoon,उड़ाऊँ
muskaay,मुस्काय
tamboora,तम्बूरा
ulajhanein,उलझनें
yaadgaaro,याद्गारो
saavan,सावन
saadiyon,सदियों
sabaa,सबा
taalluk,ताल्लुक
moni,मोनी
giraao,गिराओ
aseer,असीर
mandi,मंडी
badalanaa,बदलना
jokar,जोकर
gawara,गवारा
achyut,अच्युत
tummko,तुमको
duhkhadaayak,दुःखदायक
taqaazaa,तक़ाज़ा
sataon,सताओ
tulti,तुलती
niraasha,निराशा
chhodenge,छोड़ेँगे
birahin,बिरहिन
hatati,हटती
betaabiyaan,बेताबियाँ
gokul,गोकुल
foolengee,फूलेंगी
adharon,अधरों
baithen,बातें
saari,सारि
bahara,बहारा
piyun,पियूँ
mohan,मोहन
girtaa,गिरता
ittefaaq,इत्तेफ़ाक़
khiwaiya,खिवैया
qurabaani,क़ुरबानी
sarkaar,सर्कार
birhan,बिरहन
sajanameri,सजनामेरी
nachaya,नचाया
wada,वादा
bholenath,भोलेनाथ
jaisi,जैसी
rukne,रुकने
manzilo,मंज़िलों
dooriya,दूरियाँ
aasatinon,आसतीनों
akh,अख
pahunchane,पहुँचने
loongaa,लूँगा
sharmati,शर्माती
sangat,संगत
bheegi,भीगी
kadii,कड़ी
karein,करें
majabur,मजबूर
jitani,जितनी
khevanahaar,खेवनहार
mandar,मंदर
saayon,सायों
khidmat,ख़िदमत
sadaaein,सदाएं
bajne,बजने
tarasna,तरसना
padhate,पढ़ते
kehlaaye,कहलाये
hoyla,होएला
enu,एनू
samone,समोने
tasaveer,तसवीर
ballaa,बल्ला
tanhai,तनहाई
mahjabeenon,महजबीनों
sajaata,सजाता
matawaalaa,मतवाला
rakhane,रखने
behakaye,बहकाये
nighahon,निगाहों
tohafe,तोहफ़े
saram,सरम
ruhi,रूही
bali,बाली
milegaa,मिलेगे
ajeeb,अजीब
asara,आसरा
kabase,कबसे
todd,तोड़
aaten,आतें
chamkaa,चमका
vipada,विपदा
darwaaze,दरवाजे
shikasta,शिकस्ता
jiti,जीती
samjhaaiye,समझाइये
patwaar,पतवार
tarsaaya,तरसाया
muskaraataa,मुस्कराता
gehna,गहना
jaageen,जागीं
hasate,हँसते
pyaari,प्यारी
chhupataa,छुपता
betab,बेताब
toota,टूटा
jeevan,जीवन
nigahen,निगाहें
beemaar,बीमार
katharaake,कतराके
hawaen,हवाएं
sadake,सदके
zulphen,ज़ुल्फें
jabiin,जबीं
angdaai,अन्गडाई
qismaten,क़िस्मतें
utarii,उतरी
waalon,वालों
chadha,चढ़ा
honaa,होना
rumal,रुमाल
mahafil,महफ़िल
jhuulaauun,झूलाऊँ
kisa,किसा
bataaen,बताएँ
aparaadhi,अपराधी
sabak,सबक
majabuuriyaan,मजबूरियाँ
bunde,बुन्दे
bhaav,भाव
ranginiyaan,रंगीनियाँ
bhulaaye,भुलायें
saaqi,साक़ी
barsaaton,बरसातों
bolatii,बोलती
waron,वरों
luutan,लूटन
qaafilaa,क़ाफ़िला
mushakil,मुशकिल
aasaraa,आसरा
karari,करारी
maye,माई
milney,मिलने
kale,काले
saanuun,सानूं
lutaata,लुटाता
pukaaraan,पुकारां
ghoomenge,घूमेंगे
kali,काली
roega,रोएगा
papihaa,पपीहा
gunaate,गुनाते
fasalon,फ़ैसलों
deepak,दीपक
murda,मुरदा
mehka,महका
hitalar,हिटलर
ungalii,उंगली
jarman,जर्मन
chane,चने
wafaayen,वफ़ाएं
qatlagaah,क़त्लगाह
taaki,ताकि
santaan,संतान
atka,अटका
banaavo,बनावो
itvaar,इत्वार
pauungaa,पाऊँगा
machaaungi,मचाऊँगी
sataayegaa,सताएगा
giriin,गिरीं
hasane,हंसने
suyaatiki,सुआतिकि
bahubal,बहुबल
gandale,गंदले
gajara,गजरा
priya,प्रिया
sahaaron,सहारों
karange,करांगे
batayen,बतायें
dino,दीनो
tadpaate,तड़पाते
baheliya,बहेलिया
paalanhaara,पालनहारा
leela,लीला
parchhaaiyaan,परछाईयाँ
vohi,वोही
paaongi,पाऊँगी
modo,मोडो
samjhaa,समझा
chhip,छिप
shune,शुने
shaala,शाला
tabedaar,तबेदार
ankhiyaan,अंखियाँ
ve,वे
haaan,हाँ
duji,दूजी
palak,पलक
shokhiyon,शोखियों
dikhlaake,दिखलाके
saanvala,साँवला
raamapur,रामपुर
bataayenge,बताएंगे
hasati,हँसाती
aagaye,आगये
katl,कत्ल
dikhaaya,दिखाया
giradhaari,गिरधारी
shaane,शाने
doojee,दूजी
davaa,दवा
bharuungi,भरूँगी
taki,तकी
gaanvaana,गाँवाना
marti,मरती
sataayen,सताएँ
gunagunaake,गुनगुनाके
japanaa,जपना
soo,सू
saavariyaa,साँवरिया
jiyoonga,जियूंगा
jaauungi,जाऊँगी
jamuna,जमना
milatee,मिलतीं
mujh,मुझ
saanwala,साँवला
kujh,कुझ
chinta,चिंता
phere,पहरे
hairaan,हैरां
dekko,देखो
nafaraton,नफ़रतों
milaye,मिलाये
kanji,कंजी
malik,मलिक
rabadi,रबड़ी
gapama,गपम
baandhe,बांधे
afsaanon,अफ़साने
khilte,खिलते
badareeyaa,बदरिया
hukm,हुक्म
anaj,अनाज
paayuunga,पाऊंगा
majabuurii,मजबूरी
hawaaon,हवाओ
nakli,नकली
gujar,गुजर
niharu,निहारूँ
ande,अंडे
sajayenge,सजाएंगे
muraliya,मुरलिया
yamma,यम्मा
kyaari,क्यारी
chaahuun,चाहूं
angoor,अंगूर
chalake,चलके
pardanashiinon,पर्दनशीनों
sataaya,सताया
dida,दीद
roothte,रूठते
urdta,उड़ता
kissa,किस्सा
samajhaatee,समझाती
kaafi,काफ़ी
mare,मरे
julo,झूलों
bataauun,बताऊं
manayi,मनाई
kata,ख़ता
haalaahal,हालाहल
hoon,हूँ
bigde,बिगड़ी
chutki,चुटकी
mansoob,मनसूब
taraazuu,तराज़ू
nis,निस
banshi,बंशी
sikhalaaegaa,सिखलाएगा
chahega,चाहेगा
lagthaa,लगता
joton,जोतों
nikar,निकर
santati,संतति
uthen,उठें
kasi,कासी
kamane,कमाने
manawaa,मनवा
dukha,दुखा
rukti,रुकति
kitaab,किताब
ti,ती
kehde,केहदे
buk,बुक
jaayengey,जायेंगे
lutaayein,लुटाएं
dhaarenge,धारेंगे
aanchala,आँचल
shaadamaani,शादमानी
vazu,वज़ू
kaise,किस
ladaana,लड़ाना
manbhavan,मनभावन
giraton,गिरतों
thikaane,ठिकाने
gayen,गायें
paani,पानी
sulemaan,सुलेमान
meeche,मीचे
anuk,अनुक
dalile,दलीले
dikhaayen,दिखाएं
pigalta,पिघलता
khaamosh,खामोश
log,लोग
jaaga,जाग
khone,खोने
shaadamaan,शादमां
pirota,पिरोता
tadapoge,तड़पोगे
peehoo,पीहू
chheduun,छेड़ूँ
naai,नाई
sadayein,सदायें
ladke,लड़के
machaaoon,मचाऊँ
haidaraabaadi,हैदराबादी
darji,दर्जी
lahu,लहू
khitaab,खिताब
nisaro,निसरो
amar,अमर
tasveerein,तस्वीरें
pahelu,पहलू
lutaye,लुटाए
dikhlaaye,दिखलाय
behake,बहके
jaawa,जावा
naghma,नगमा
chiraag,चिराग
huuron,हूरों
daraayegi,डरायेगी
insaani,इन्सानी
bahakaa,बहका
puuchhaa,पूछा
macha,मचा
chaluun,चलूँ
taaz,ताज़
basayenge,बसाएँगे
maar,मार
ratiyaan,रतिया
maayi,माई
girayi,गिराईं
qaraar,करार
hasrat,हस्रत
karane,करने
bachaye,बचाये
rokegee,रोकेगी
sikhalaaya,सिखलाया
anguuri,अंगूरी
jalapari,जलपरी
lehri,लहरी
pattebaaji,पत्तेबाजी
baaba,बाबा
maakhan,माखन
rubaab,रुबाब
lagaaye,लगाए
pighle,पिघले
gullu,गुल्लु
chuhaa,चूहा
chukaa,चुका
silsila,सिलसिला
lila,लीला
samajhoge,समझोगे
ummeedo,उम्मीदों
haare,हारे
saanson,सान्सोन
roosi,रूसी
sada,सदा
bhondu,भोंदू
garibakaane,ग़रीबख़ाने
gayee,गये
paiyan,पैंया
ulafat,उल्फ़त
baasureeyaa,बाँसुरिया
mukarte,मुकरते
baita,बैठा
raay,राय
shukar,शुक्र
aavat,आवत
kwabokhayalo,कवाबोखयालो
rukhaana,रुखाना
dhina,धिना
pukaroon,पुकारूँ
samajhaa,समझा
royen,रोयें
manaayegi,मनाएगी
lagay,लगय
khazaane,खज़ाने
khinche,खींचे
diyaa,दिया
bahalaaoon,बहलाऊँ
khiley,खिले
diivaane,दीवाने
haan,हां
thamenge,थमेंगे
madhuras,मधुरस
mulaaqat,मुलाकात
ghanerii,घनेरी
deewaanapan,दीवनापन
kareeb,करीब
chile,चिले
jinamein,जिनमें
kaala,ख़ाला
apni,अप्नि
bujhataa,बुझता
iradaa,इरदा
mayakade,मयकदे
seek,सीख
bhatakenge,भटकेंगे
aahat,आहत
dekti,देखती
samajhne,समझने
barne,भरने
chahato,चाहतों
hass,हास
jano,जानो
mateshvari,मातेश्वरी
akhi,अखी
yad,याद
bastii,बस्ती
kate,काटे
rutabe,रुतबे
doobne,डूबने
aafataab,आफ़ताब
muraare,मुरारे
khwaahish,ख़्वाहिश
saraaaa,सारा
aramaan,अरमाँ
jharna,झरना
gesuon,गेसुओं
lutane,लुटने
thukra,ठुकरा
chhalke,छलके
pherane,फेरने
sajani,सजनी
khawaab,ख़्वाब
murajhaane,मुरझाने
sataana,सताना
pi,पी
samyke,समयके
kiranon,किरनोन
soo,सो
duungaa,दूँगा
chhalengey,छलेंगे
vaasudevam,वासुदेवम
payi,पाई
gati,गति
tadapun,तड़पूँ
asaman,आसमाँ
dilanashee,दिलनशीं
muskaan,मुस्कान
yuddh,युद्ध
bhaye,भाये
nigahabaani,निगहबानी
hume,हम
sankat,सन्कट
intiha,इंतिहा
ghum,घुम
duayein,दुआएँ
jaraa,जरा
panigama,पनिगम
jaagna,जागना
aansoo,आँसू
til,तिल
patr,पत्र
behakeekat,बेहकीकत
jhumne,झूमने
kisaka,किसका
maheene,महीने
dariche,दरीचे
deevani,दीवानी
jiye,जिए
mahasuus,महसूस
pyaaram,प्यारम
doosaree,दोओसरी
uparavaala,उपरवाला
afsaana,अफ़साना
sarson,सरसों
khinchon,खींचों
kehle,खेले
basaayuungi,बसाऊँगी
gyaarah,ग्यारह
gareebon,गरीबों
aanewaala,आनेवाला
jalava,जलवा
sajaao,सजाओ
kalankini,कलंकिनी
chukaayenge,चुकाएँगे
bhaavanaa,भावना
bevaquufi,बेवक़ूफ़ी
chin,चिन
bujhenge,बुझेंगे
daliyaan,डलियां
jhumele,झमेले
naajuk,नाजुक
kaq,ख़ाक़
paata,पात
charag,चराग़
kasamaata,कसमाता
mahakaaye,महकाए
ladaaii,लड़ाई
maanane,मानने
raksaan,रक्साँ
baad,बार
pukaarein,पुकारें
rom,रोम
husn,हुसं
tulata,तुलता
banati,बनती
partaapi,पर्तापी
tora,तोरे
kyonki,क्योंकि
abhimanyum,अभिमन्युम
usmein,उसमें
taqaliif,तक़लीफ़
ketu,केतु
bharunga,भरूँगा
falak,फलक
beqadare,बेक़दरे
aakhiyan,अखियन
iqraar,इक़रार
baap,बाप
bina,बिना
vidhaata,विधाता
janm,जन्म
sad,साद
jie,जिए
rafta,रफ़्ता
shikayatein,शिकायतें
akhabaaron,अखबारों
tujkho,तुझको
swaaha,स्वाहा
palako,पलको
aavunga,आऊँगा
laherein,लहरें
jaun,जाऊं
jhagadata,झगड़ता
aagaaz,आग़ाज़
goongi,गूँगी
sikhaauun,सिखाऊँ
goliyon,गोलियों
sajeeli,सजीली
galeeyon,गलियों
chund,चन्द
rehtey,रहते
majaaj,मजाज
gorie,गोरिए
bujhaaen,बुझाएं
dujhe,दूजे
gaau,गाँव
ibaadatein,इबादतें
chhodein,छोड़ें
chamakein,चमकें
chhavaay,छवाय
sataanaa,सताना
jaaguun,जागूं
bahatii,बहती
tilismaat,तिलिस्मात
naagin,नागिन
jhapana,झपना
mehnga,महँगा
jataao,जताओ
manzuur,मन्ज़ूर
mujhko,मजनू
deewane,दीवाने
bichhdegi,बिछड़ेगी
chhupha,छुपा
chahta,छाता
daahine,दाहिने
baniya,बनिया
jeb,जेब
nagar,नगर
doobe,दूबे
dekhun,देखूँ
marney,मरने
sihare,सिहरे
rakhenge,रखेंगे
pareshaan,परीशाँ
hasaaye,हँसाए
ragon,रागों
poorja,पुर्जा
jhuumata,झूमता
daaing,डाइंग
jadugiri,जादूगरी
yaaqub,याक़ूब
mushth,मुश्त
besahaare,बेसहारे
mujhame,मुझमे
lati,लाती
garami,गरमी
ulajh,उलझ
dariyaaon,दरियाओं
paahin,पाहिन
khinchati,खींचती
vaid,वैद
sulaauun,सुलाऊँ
tukdoh,टुकड़ों
uttrey,उतरे
daaruun,डारूँ
bachaaun,बचाऊँ
hamazubaan,हमज़ुबाँ
kudiyee,कुड़िये
utna,उतना
ziyaada,ज़ियादा
gaali,गाली
toba,टोबा
deeye,दीये
cha,चा
hovai,होवै
naadaaneeyaan,नादानीयाँ
sangemaramar,संगेमरमर
aansuo,आँसुओं
makaan,मकाँ
kareedaar,ख़रीदार
sog,सोग
humdard,हमदर्द
reva,रेवा
milaawatein,मिलावटें
sees,सीस
aitabaareyaa,ऐतबारेया
janaani,जनानी
feel,फील
baantane,बाँतने
khwab,ख्वाब
aazaadiyaan,आज़ादियाँ
mitade,मितादे
tapati,तपती
paate,पाते
dilkashi,दिलकशी
milte,मिल्ते
dikhaae,दिखाए
darmiyaan,दर्मियाँ
beetabi,बेताबी
tuun,तूँ
jeben,जेबें
chhupkar,छुप्कर
gili,गिलि
bandagi,बंदगी
uthana,उठना
boluungi,बोलूँगी
rook,रोक
shano,शानों
wadar,वादार
lehrein,लहरें
udaake,उड़ाके
joothi,झूठी
baithke,बैठके
putala,पुतला
parasti,परस्ती
ganvaake,गँवाके
prabhujii,प्रभुजी
mayakashi,मयकशी
aansu,आँसू
jagmag,जगमग
pehare,पहरे
dikhaaoongaa,दिखाऊँगा
stori,स्टोरी
soot,सूट
jhumkar,झूमकर
rone,रोने
sajeelaa,सजीला
sudhare,सुधरे
muskaraa,मुस्करा
mustakil,मुस्तक़िल
jaagna,जगना
mukti,मुक्ति
badhtaa,बढ़ता
dekhaa,देखा
rehi,रही
nikalun,निकलूँ
lagaao,लगाओ
andera,अंदेरा
dulhaniya,दुल्हनिया
majabuuri,मजबूरी
rahake,रहके
bona,बोना
pichchhe,पिच्छे
lutta,लुटता
ghoomana,घूमना
unmein,उनमें
niyaat,नियात
mahesh,महेश
poochhenge,पूछेंगे
kumhalaaya,कुम्हलाया
bachaayenge,बचाएँगे
sadaya,सदय
ikhtiyaar,इख़्तियार
anajaanaa,अन्जाना
vivaah,विवाह
hamsaaya,हमसाया
samjhaao,समझाओ
haathapaayi,हाथापायी
pai,पै
bahane,बहाने
jhukaauun,झुकाऊँ
jaandi,जाँदी
dhire,धीरे
qurbaan,क़ुर्बां
phole,फोले
bahena,बहना
utaranewaale,उतरनेवाले
chaagaya,चागया
tamaam,तमाम
chaandni,चाँदनी
mujhsey,मुझसे
chaati,छाती
talavaron,तलवरों
bhule,भूले
rokar,रोकर
mudra,मुद्रा
dilon,दिलों
hamara,हमारा
teraa,तेरे
paiyaa,पैया
soorat,सूरत
sainyaa,सैंयाँ
suu,सू
hoton,होठों
paagal,पागल
kanwalini,कँवलिनि
ikka,इका
hai,ही
muafi,माफ़ी
singaa,सिंगा
tarsaaye,तरसाए
pushhp,पुष्प
hamanivaalaa,हमनिवाला
kwabon,खाबों
jamanaa,जमना
jaayengi,जाएँगी
daare,डारे
gaaye,गाएँ
patiyaala,पटियाला
gaaliyaan,गालियाँ
jisase,जिससे
rangile,रंगीले
andhkaar,अँधकार
khyalon,ख्यालों
baan,बान
dohrayega,दोहराएगा
sawaal,सवाल
nigaahein,निगाहें
keshara,केशारा
chume,चूमे
dhundhaten,धुन्दतें
kaaj,काज
chahakanaa,चहकना
zor,ज़ोर
hariyaalee,हरियाली
jyuun,ज्यूँ
chulhe,चुल्हे
aat,आत
rokoongi,रोकूँगी
udati,उड़ाती
birhi,बिर्ही
chaukanni,चौकन्नी
sajadon,सजादों
sukun,सुकून
marr,मर
kamaana,कमाना
guzaaruun,ग़ुज़ारूँ
dagamagaate,डगमगाते
leikha,लिखा
sa,सा
abb,अब
katthe,कत्थे
gaawo,गाओ
hansate,हँसते
lagaav,लगाव
deevaani,दीवानी
patiyaan,पतियाँ
tabiiyat,तबीयत
hamaaro,हमारो
laaega,लाएगा
bujhaaungi,बुझाऊंगी
banaye,बनाये
hilaayengi,हिलाएँगी
tumhaaree,तुम्हारी
rama,रम
raanjhana,राँझना
karunyam,करुन्यम
kisi,किस
bahaayen,बहाएं
gehara,गहरा
hataaya,हटाया
tarra,तर्रा
paataal,पाताल
kaliyan,कलियां
kahii,कहीं
kumhalaaye,कुम्हलाए
tilledaar,तिल्लेदार
miya,मियाँ
farmana,फ़र्माना
haar,हार
jhukana,झुकना
jai,जाई
raghubar,रघुबर
jootha,झूठा
nate,नाते
insaan,इनसां
kahiyo,कहियो
khayaalon,ख़यालों
khawab,ख़्वाब
baandhen,बाँधें
banjaaron,बंजारों
ankhiyon,अखियन
kabse,कबसे
jaagana,जागना
ruuthane,रूठने
bhulaayoge,भुलाओगे
neta,नेता
naro,नारों
thela,तेला
dubo,डुबो
haasi,हासी
mat,मात
dafaa,दफ़ा
badhati,बढ़ती
jineke,जीनेके
maans,माँस
gunaah,ग़ुनाह
doulaton,दौलतों
tomaay,तोमाय
saaheel,साहिल
atma,आत्मा
boonta,बुनता
raath,रात
sakta,सकता
bheego,भीगो
kudaa,ख़ुदा
aaraa,आरा
dewaane,दीवाने
suramai,सुरमैइ
khilaaogi,खिलाओगी
bekason,बेकसों
saugandh,सौगन्ध
mujhamen,मुझमे
naazaneena,नाज़नीना
chadhao,चढ़ाओ
ruuthegaa,रूठेगा
rasta,रास्ता
tapat,तपत
paradeshii,परदेशी
khilauno,खिलौनों
kalele,कलेले
chai,छाई
asmaan,आसमाँ
dhum,धुम
akbar,अकबर
teriyaan,तेरियां
nayi,नईं
bajaae,बजाए
jalenga,जलेगा
bhalon,भलों
baajooon,बाजुओं
mubaarakam,मुबारकम
malika,मलिका
zard,ज़र्द
kaamanaayon,कामनाओं
afasaanaa,अफ़साना
bahalaate,बहलाते
caarvaan,कारवाँ
bhuuluun,भूलूँ
chaan,चाँ
sapanein,सपनें
balkhaati,बलखाती
lenaa,लेना
chhodate,छोड़ते
ghutane,घुटने
uthaaya,उठाया
itaraatii,इतराती
rafat,रफ़त
divane,दीवाने
imtehaan,इम्तिहान
chatakane,चटकने
paaoongi,पाऊँगी
bihaaran,बिहारन
titakita,तितकित
bajegi,बजेंगी
brindaaban,ब्रिंदाबन
veg,वेग
rakhega,रखेगा
kariidaar,ख़रीदार
kumkum,कुमकुम
akelaa,अकेला
faramaan,फ़रमान
besharmi,बेशर्मी
khuda,खुद
gumanaam,गुमनाम
bhokataa,भोकता
lutaataa,लुटाता
garane,घराने
savaaya,सवाया
gitwa,गितवा
bhunan,भुनान
gardishen,गर्दिशें
angrez,अंग्रेज़
sapt,सप्त
gitaa,गीता
gheraa,घेरा
tappa,टप्पा
jhukaaenge,झुकाएंगे
subaho,सुबह
khudko,खुदको
hole,हौले
naagan,नागन
bhulaae,भुलाए
jumbalika,जुम्बलिका
patto,पत्तों
hamasaya,हमसाया
chunariyaa,चुनरिया
anokhe,अनोखे
muskaaye,मुस्काए
it,इत
sambhalane,सम्भालने
sabah,सबा
chauke,चौके
ansoo,आँसू
gairo,ग़ैरों
raseele,रसीले
nishana,निशाना
chamakaauun,चमकाऊं
dukhamen,दुखमें
japi,जपी
saliim,सलीम
tur,तुर
isne,इसने
balam,बालाम
joona,जूना
bhoologe,भूलोगे
hariyaali,हरियाली
rahetey,रहते
tadapte,तड़पते
bhumi,भूमि
kadmo,कदमों
humaaree,हमारी
banawaa,बनवा
maanga,मांगा
duri,दूरी
ujdi,उजड़ी
chodkar,छोड़कर
jaba,जब
jiya,जीय
dekhe,देखें
milana,मिलाना
aaja,आये
aate,आते
takiyan,तकियन
fizaoon,फ़िज़ाओं
pachhataya,पछताया
chaalengi,चालेंगी
daawat,दावत
dangal,दंगल
malhar,मल्हार
darling,डार्लिंग
tijoriyaan,तिजोरियाँ
jora,जोरा
aapadiya,आपड़िया
divaaren,दीवारें
doobna,डूबना
bhagawaan,भगवान
dabake,दबके
daamanko,दामन्को
zark,ज़र्क
faasle,फ़ासलें
todta,तोड़ता
hindi,हिन्दी
lajaai,लजाई
jaaiye,जाइये
sandal,सन्दल
meherbani,मेहरबानी
maregii,मरेगी
apas,अपस
bajenge,बजेंगे
shoron,शोरों
chhutti,छुट्टी
sundari,सुन्दरी
bilkul,बिलकुल
dilruba,दिलरूबा
chhaane,छाने
puccha,पूछा
udayein,उड़ाएं
naacho,नाचो
btaa,बता
jug,जग
rulaayegi,रुलाएगी
piknik,पिकनिक
bekasi,बेकसी
utaarne,उठाने
islaam,इस्लाम
hansa,हँसा
itihaas,इतिहास
jalaaoon,जलाऊँ
jhuulengi,झूलेंगी
aay,आय
baaki,बाँकी
veeraan,वीरां
veeraniyaan,वीरानियाँ
siyun,सियूँ
batla,बतला
nazaro,नज़रों
laachaariyaan,लाचारियाँ
laharaaii,लहराई
manzilen,मंज़िलें
barbad,बरबाद
gopaalam,गोपालम
havaaka,हवाका
madhuvan,मधुवन
dhalengii,ढलेंगी
nawab,नवाब
kaabe,काबे
nivaare,निवारे
bujhaaye,बुझायें
beqason,बेक़सों
bujaao,बुझाओ
muskaraaya,मुस्कराया
lagaunga,लगाऊंगा
bheegataa,भीगता
uljhan,उलझन
uchchhal,उच्छल
sunder,सुन्दर
sila,सीला
ankhere,अन्धेरे
assam,आसाम
tootate,टूटते
tanhaiyan,तनहाईयां
sureela,सुरीला
dekhatii,देखती
takaraatee,टकराती
tipu,टीपू
maangun,माँगूँ
lut,लूट
laboo,लबों
rangata,रंगता
ganvana,गँवाना
padosee,पड़ोसी
purii,पूरी
banuungaa,बनूंगा
khilana,खिलना
naachen,नाचें
stole,स्टोल
choop,चूप
girati,गिरती
sochney,सोचने
mujhe,मुझे
bairii,बैरी
rahunga,रहूँगा
jhukaaye,झुकाये
kasamen,कसमें
hansoge,हँसोगे
rahataa,रहता
mujrim,मुजरिम
badalanewaale,बदलनेवाले
daavaa,दावा
shikave,शिकवे
khwaishein,ख्वाइशें
chalne,चलने
jiske,जिसे
jhulasi,झुलसी
kamina,कमीना
jvaal,ज्वाल
baat,बार
kite,किते
paavas,पावस
daudti,दौड़ती
jaungi,जाउँगी
jayenge,जायेंगे
ghirakar,गिरकर
jaadu,जादु
godi,गोद
bhuuchaal,भूचाल
bhatakane,भटकने
taariq,तारीक़
jotaan,जोताँ
chamacham,चमचम
raaheen,राहीं
ghuli,घुली
takaraar,तकरार
khulegii,खुलेगी
ankahee,अनकही
jalaaun,जलाऊँ
shuruu,शुरू
sataae,सताए
saanson,सांसों
oye,ओय
janakapuri,जनकपुरी
pyaar,पिया
adaayein,अदायें
suhaagaa,सुहागा
husnaawaale,हुसनावाले
dalo,डालो
payega,पाएगा
ajaayabakhaana,अजायबखाना
laayaa,लाया
kanhaiya,कन्हैया
jataa,जाता
taqdiron,तक़्दीरों
parastaar,परस्तार
rishwat,रिश्वत
pachhataate,पछताते
pighalati,पिघलती
badnaam,बदनाम
uhtey,उठे
nagari,नागरी
avagun,अवगुण
khana,कहां
puravaai,पुरवाई
safaaii,सफ़ाई
palke,पलकें
chadi,छड़ी
ghubaar,गुबार
mukammal,मुकम्मल
pachataaye,पछताए
itaraaye,इतराये
jhaanki,झाँकी
chhine,चीने
tadapuungi,तड़पूँगी
baariya,बारिया
chalen,चले
laharaaegi,लहराएगी
barbaadeeyon,बर्बादीयों
tiikaa,टीका
musakaaye,मुसकाये
erade,एरदे
khiwaiyaa,खिवैया
kesh,केश
kaabuu,काबू
terah,तेरह
talwaar,तलवार
maangoge,माँगोगे
sochun,सोचूँ
sahuun,सहूं
tamannaayen,तमन्नाएँ
ruki,रुकी
samjhat,समझत
raahat,राहत
jvaalaa,ज्वाला
utaaruun,उतारूं
kahogi,कहोगी
ghulata,घुलता
jinaane,जिनाने
mitava,मितवा
nikale,निकलें
mathe,माही
kal,का
buland,बुलन्द
muskuraaye,मुस्कुराये
sadhiyon,सदियों
ru,रु
toofano,तूफ़ानों
bandhanon,बन्धनों
gumaan,ग़ुमान
andhaa,अंधा
baaraatein,बारातें
jaage,जागे
maloge,मलोगे
sheru,शेरू
kahee,कहे
barabar,बराबर
bajuu,बजू
chahoon,चाहूं
sanvaariye,सँवारिए
sitarey,सितारे
baaqi,बाक़ी
kaudi,कौड़ी
chamakat,चमकत
nikalti,निकलती
lagaani,लगानी
kijeeyegaa,कीजियेगा
bujhaayegaa,बुझायेगा
mahekaaye,महकाए
mahuaa,महुआ
dekhin,देखीं
aangna,अंगना
jhilamilaae,झिलमिलाए
dopaher,दोपहर
haasan,हासन
too,तोओ
zinagi,ज़िंदगी
